,nome,imagem,coordenadas,localidade,informação,data_criacao
94,Museu da Escrita do Sudoeste,http://commons.wikimedia.org/wiki/Special:FilePath/Escrita%20sudoeste%20by%20Henrique%20Matos%20002A.jpg,Point(-8.061111111 37.512222222),Almodôvar,http://www.google.com/search?q=Museu%20da%20Escrita%20do%20Sudoeste,2007-09-29T00:00:00Z
95,Museu de Arte Popular (Lisboa),http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Arte%20Popular%20-%20Lisboa.JPG,Point(-9.208366 38.693658),Belém,https://museuartepopular.wordpress.com/,Desconhecida
96,Museu de Lamego,http://commons.wikimedia.org/wiki/Special:FilePath/Lamego-Museu%20de%20Lamego.-20140912.jpg,Point(-7.806273 41.09743),Lamego (Almacave e Sé),http://www.museudelamego.pt/,1917-01-01T00:00:00Z
97,Museu de Lamego,http://commons.wikimedia.org/wiki/Special:FilePath/Lamego-Museu%20de%20Lamego.-20140912.jpg,Point(-7.806273 41.09743),Lamego (Almacave e Sé),https://museudelamego.gov.pt/,1917-01-01T00:00:00Z
98,Museu de Marionetas do Porto,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20de%20Marionetas%20do%20Porto%2002.JPG,Point(-8.61660556 41.14252778),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://marionetasdoporto.pt/en/museu-das-marionetas-do-porto/,2012-02-03T00:00:00Z
99,Museu de Olaria (Barcelos),http://commons.wikimedia.org/wiki/Special:FilePath/Barcelos%20Pottery%20Museum6.JPG,Point(-8.620786111 41.529888888),Barcelos,http://www.google.com/search?q=Museu%20de%20Olaria%20(Barcelos),1963-05-04T00:00:00Z
100,Museu de São Roque,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20de%20S.%20Roque.jpg,Point(-9.1432 38.7134),Lisbon,http://www.museudesaoroque.com/Home.aspx,Desconhecida
101,Museu do Brinquedo,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20do%20Brinquedo%2C%20Sintra%2002.JPG,Point(-9.38183889 38.79087778),"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",http://www.museu-do-brinquedo.pt/,Desconhecida
102,Museu do Brinquedo Português,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20do%20Brinquedo%20Portugu%C3%AAs%2008.JPG,Point(-8.589055555 41.769833333),Ponte de Lima,http://www.google.com/search?q=Museu%20do%20Brinquedo%20Português,2012-01-01T00:00:00Z
103,Museu do Ciclismo,http://commons.wikimedia.org/wiki/Special:FilePath/M%20ciclismo%203.jpg,Point(-9.13412285 39.40303802),Caldas da Rainha,http://www.google.com/search?q=Museu%20do%20Ciclismo,Desconhecida
104,Museu do Hospital e das Caldas,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20hosp%20termal%201.jpg,Point(-9.13197 39.4034),Caldas da Rainha,https://museudohospital.wordpress.com/,Desconhecida
105,Museu do Ouro de Travassos,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20do%20Ouro.JPG,Point(-8.20167222 41.57299167),Póvoa de Lanhoso,http://alfena6.wixsite.com/museudoouro_2,2001-05-03T00:00:00Z
106,Museu dos Baleeiros,http://commons.wikimedia.org/wiki/Special:FilePath/2010%20mai%2021%2024%20pico%20e%20faial%20%2889%29.JPG,Point(-28.253663 38.396564),Lajes do Pico,http://cm-lajesdopico.pt/lajes-do-pico/locais-de-interesse,Desconhecida
107,Museu dos Terceiros,http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Lima-Museo%20dos%20Terceiros%2001.jpg,Point(-8.58708889 41.76496389),Ponte de Lima,http://www.museuspontedelima.com,Desconhecida
108,Pavilhão da Água,http://commons.wikimedia.org/wiki/Special:FilePath/Pavilh%C3%A3o%20da%20%C3%81gua.jpg,Point(-8.67652222 41.17140278),"Aldoar, Foz do Douro e Nevogilde",http://www.google.com/search?q=Pavilhão%20da%20Água,Desconhecida
109,Reservatório da Mãe d'Água das Amoreiras,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20da%20%C3%81gua.JPG,Point(-9.155754 38.72127),Santo António (Lisbon),http://www.google.com/search?q=Reservatório%20da%20Mãe%20d'Água%20das%20Amoreiras,Desconhecida
110,Museu Arqueológico de São Miguel de Odrinhas,http://commons.wikimedia.org/wiki/Special:FilePath/Ru%C3%ADnas%20Odrinhas%20%283%29.jpg,Point(-9.366289 38.88709),São João das Lampas e Terrugem,http://museuarqueologicodeodrinhas.cm-sintra.pt,Desconhecida
111,Edifício e Igreja da Santa Casa da Misericórdia da Lourinhã,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20casa%20da%20merisecoredia.JPG,Point(-9.314553 39.242879),Lourinhã e Atalaia,http://www.google.com/search?q=Edifício%20e%20Igreja%20da%20Santa%20Casa%20da%20Misericórdia%20da%20Lourinhã,Desconhecida
112,Solar do Ribeirinho,http://commons.wikimedia.org/wiki/Special:FilePath/Solar%20do%20Ribeirinho%2C%20Madeira%20-%20IMG%208811%20%28corr.%29.jpg,Point(-16.76744 32.71843),Machico,http://www.google.com/search?q=Solar%20do%20Ribeirinho,Desconhecida
113,Museu CR7,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20CR7%20Funchal%202016.JPG,Point(-16.91385 32.64409),Funchal,https://www.museucr7.com/,2013-01-01T00:00:00Z
114,Museu CR7,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20CR7%20Funchal%202016.JPG,Point(-16.91385 32.64409),Madeira,https://www.museucr7.com/,2013-01-01T00:00:00Z
115,Museu CR7,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20CR7%20Funchal%202016.JPG,Point(-16.91385 32.64409),Sé,https://www.museucr7.com/,2013-01-01T00:00:00Z
116,Museu de Alberto Sampaio,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Alberto%20Sampaio%20-%20panoramio.jpg,Point(-8.292277777 41.442638888),"Oliveira, São Paio e São Sebastião",https://www.museualbertosampaio.gov.pt/,1928-01-01T00:00:00Z
117,Museu de Cerâmica de Sacavém,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20da%20Cer%C3%A2mica%20de%20Sacav%C3%A9m.jpg,Point(-9.102435127 38.794188701),Sacavém,https://www.cm-loures.pt/AreaConteudo.aspx?DisplayId=776,Desconhecida
118,Museu da Presidência da República,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20da%20Presidencia%20da%20Rep%C3%BAblica%20Palacio%20de%20Belem%20090108.JPG,Point(-9.2011986 38.6973754),Lisbon,http://www.museu.presidencia.pt/,Desconhecida
119,Casa do Cais Novo,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Vinho%20do%20Porto%20%28Porto%29.JPG,Point(-8.62675 41.14498),Lordelo do Ouro e Massarelos,http://www.google.com/search?q=Casa%20do%20Cais%20Novo,Desconhecida
120,World of Discoveries,http://commons.wikimedia.org/wiki/Special:FilePath/World%20of%20Discoveries%20%281%29.JPG,Point(-8.620849 41.143447),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",https://www.worldofdiscoveries.com/,2014-04-25T00:00:00Z
121,Museu Quinta das Cruzes,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20da%20Quinta%20das%20Cruzes%20-%202014-05-11.jpg,Point(-16.913897 32.651054),São Pedro,http://www.museuquintadascruzes.com,1946-12-19T00:00:00Z
122,Museu Quinta das Cruzes,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20da%20Quinta%20das%20Cruzes%20-%202014-05-11.jpg,Point(-16.913897 32.651054),São Pedro,https://mqc.madeira.gov.pt/,1946-12-19T00:00:00Z
123,Igreja de Nossa Senhora da Conceição (Beja),http://commons.wikimedia.org/wiki/Special:FilePath/Beja09.jpg,Point(-7.863016 38.013892),Beja (Salvador e Santa Maria da Feira),http://www.museuregionaldebeja.pt,Desconhecida
124,Museu Militar do Buçaco,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Militar%20do%20Bucaco%20%2847%29.JPG,Point(-8.359444444 40.378888888),Luso,http://www.google.com/search?q=Museu%20Militar%20do%20Buçaco,1910-09-27T00:00:00Z
125,Museu da Misericórdia do Porto,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20da%20Miseric%C3%B3rdia%20do%20Porto%2002.JPG,Point(-8.614511 41.143693),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://www.mmipo.pt/,Desconhecida
126,Aliança Underground Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Alian%C3%A7a%20Underground%20Museum-Exterior%20%286%29.JPG,Point(-8.471666666 40.489444444),Sangalhos,http://www.bacalhoa.pt/enoturismo/alianca-underground-museum,2010-04-24T00:00:00Z
127,Museu Alvarinho,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Alvarinho%20%2817%29.jpg,Point(-8.481807 42.078613),Monção,http://www.google.com/search?q=Museu%20Alvarinho,2015-02-28T00:00:00Z
128,Igreja e Hospital da Santa Casa da Misericórdia de Elvas,http://commons.wikimedia.org/wiki/Special:FilePath/Elvas%20-%20Largo%20da%20Miseric%C3%B3rdia.JPG,Point(-7.165067 38.879641),"Assunção, Ajuda, Salvador e Santo Ildefonso",http://www.google.com/search?q=Igreja%20e%20Hospital%20da%20Santa%20Casa%20da%20Misericórdia%20de%20Elvas,Desconhecida
129,Paços municipais de Guimarães,http://commons.wikimedia.org/wiki/Special:FilePath/Guimar%C3%A3es-Altstadt-4.jpg,Point(-8.292999 41.443186),"Oliveira, São Paio e São Sebastião",http://www.google.com/search?q=Paços%20municipais%20de%20Guimarães,Desconhecida
130,Casa-Museu Frederico de Freitas,http://commons.wikimedia.org/wiki/Special:FilePath/Casa-Museu%20Frederico%20de%20Freitas%2C%20Funchal%20-%202013-05-18%20-%20DSC01919.jpg,Point(-16.912583333 32.650166666),São Pedro,http://www.google.com/search?q=Casa-Museu%20Frederico%20de%20Freitas,Desconhecida
131,Museu da Cultura Castreja,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20da%20Cultura%20Castreja.jpg,Point(-8.32525 41.520444444),Guimarães,http://www.google.com/search?q=Museu%20da%20Cultura%20Castreja,Desconhecida
132,Museu do Douro,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20do%20Douro%20%2847451262391%29.jpg,Point(-7.789964 41.161557),Peso da Régua e Godim,http://www.museudodouro.pt,Desconhecida
133,Museu do Traje de Viana do Castelo,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20do%20Traje.jpg,Point(-8.828611111 41.692888888),Viana do Castelo,http://www.cm-viana-castelo.pt/pt/mt-apresentacao,Desconhecida
134,Museu Municipal do Bombarral,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Municipal%20do%20Bombarral%20Estatu%C3%A1ria4.jpg,Point(-9.155169 39.268886),Bombarral,http://www.cm-bombarral.pt/Turismo,Desconhecida
135,Museu de História Natural e da Ciência da Universidade do Porto,http://commons.wikimedia.org/wiki/Special:FilePath/20200130%20PortoUni%203326%20%2849650927596%29.jpg,Point(-8.642594 41.153555),Porto,http://www.google.com/search?q=Museu%20de%20História%20Natural%20e%20da%20Ciência%20da%20Universidade%20do%20Porto,Desconhecida
136,Museu de História Natural e da Ciência da Universidade do Porto,http://commons.wikimedia.org/wiki/Special:FilePath/Galeria%20da%20Biodiversidade%20%2826%29.jpg,Point(-8.642594 41.153555),Porto,http://www.google.com/search?q=Museu%20de%20História%20Natural%20e%20da%20Ciência%20da%20Universidade%20do%20Porto,Desconhecida
137,Museu de História Natural e da Ciência da Universidade do Porto,http://commons.wikimedia.org/wiki/Special:FilePath/20200130%20PortoUni%203326%20%2849650927596%29.jpg,Point(-8.615649 41.146823),Porto,http://www.google.com/search?q=Museu%20de%20História%20Natural%20e%20da%20Ciência%20da%20Universidade%20do%20Porto,Desconhecida
