,nome,coordenadas,localiza__oLabel,imagem,DGPC_ID,informação
0,Área Arqueológica do Freixo,Point(-8.14722222 41.16166667),Marco,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20Formosa%20Tongobriga%2001.jpg,69712.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69712
1,Zona Central da Cidade de Angra do Heroísmo,Point(-27.22 38.655),Sé,http://commons.wikimedia.org/wiki/Special:FilePath/Terceira%20CathedralAngra.jpg,,http://www.google.com/search?q=Zona%20Central%20da%20Cidade%20de%20Angra%20do%20Heroísmo
2,Villa lusitano-romana de Torre de Palma,Point(-7.488638 39.062032),Vaiamonte,http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20Palma.JPG,70272.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70272
3,Villa Cardillio,Point(-8.52791667 39.45289722),"Torres Novas (Santa Maria, Salvador e Santiago)",http://commons.wikimedia.org/wiki/Special:FilePath/Vila%20Card%C3%ADlio%20em%20Torres%20Novas.jpg,69757.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69757
4,Via romana de Braga a Tui,Point(-8.561831 41.745723),Arcozelo,http://commons.wikimedia.org/wiki/Special:FilePath/Via%20XIX%20bridgetop.JPG,70579.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70579
5,"Via romana Braga incerta via (21 marcos miliários, Série Capela)",Point(-8.427733 41.546437),"Braga (Maximinos, Sé e Cividade)",http://commons.wikimedia.org/wiki/Special:FilePath/Marcos%20milenares-Museu%20D%20Diogo%20de%20Sousa.jpg,70321.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70321
6,"Via romana Braga incerta via (21 marcos miliários, Série Capela)",Point(-8.427733 41.546437),"Braga (Maximinos, Sé e Cividade)",http://commons.wikimedia.org/wiki/Special:FilePath/Marcos%20milenares-Museu%20D%20Diogo%20de%20Sousa.jpg,6723308.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/6723308
7,University of Coimbra – Alta and Sofia,Point(-8.425775 40.20781111),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/Coimbra%20December%202011-19a.jpg,15731244.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/15731244
8,Universidade de Évora,Point(-7.90427 38.573),"União das Freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",http://commons.wikimedia.org/wiki/Special:FilePath/Universidade%20de%20%C3%89vora%20-%20Claustro%20geral%20dos%20Estudos%20%282%29.jpg,69788.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69788
9,Túmulo de Fernão Gomes de Góis,Point(-7.966828 40.439363),Oliveira do Conde,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20Oliveira%20do%20Conde%20IMG%200995.jpg,70599.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70599
10,Túmulo de Damião de Góis,Point(-9.01059345 39.05458603),Alenquer (Santo Estêvão e Triana),http://commons.wikimedia.org/wiki/Special:FilePath/T%C3%BAmulo%20de%20Dami%C3%A3o%20de%20G%C3%B3is%2004.jpg,69804.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69804
11,Túmulo de D. Sesnando,Point(-8.427171 40.208811),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/Sisnando%20Davides%20tomb%20-%20S%C3%A9%20Velha%20-%20Coimbra%2C%20Portugal%20-%20DSC09805.jpg,16870740.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/16870740
12,Torre dos Clérigos,Point(-8.614615 41.145693),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20los%20Cl%C3%A9rigos%2C%20Oporto%2C%20Portugal%2C%202012-05-09%2C%20DD%2001.JPG,,http://www.google.com/search?q=Torre%20dos%20Clérigos
13,Torre do Relógio (Caminha),Point(-8.83897222 41.87611111),Caminha (Matriz) e Vilarelho,http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20do%20Relogio%20-%20Caminha.JPG,70681.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70681
14,Torre de Ucanha,Point(-7.74729 41.048444),Gouviães e Ucanha,http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20Ucanha.JPG,70487.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70487
15,Torre de Quintela,Point(-7.78051944 41.29735556),Vila Marim,http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20Quintela.JPG,70323.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70323
16,Torre de Lapela,Point(-8.53805556 42.05644444),Troporiz e Lapela,http://commons.wikimedia.org/wiki/Special:FilePath/Lapela.JPG,71196.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71196
17,Torre de Belém,Point(-9.215833333 38.691388888),Belém,http://commons.wikimedia.org/wiki/Special:FilePath/Belem%20Tower%20-%20April%202019%20%282%29.jpg,323060.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/323060
18,Torre de Anto,Point(-8.428349 40.209864),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/TorreAnto2.jpg,70528.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70528
19,Torre das Águias,Point(-8.126502 38.874968),Brotas,http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20das%20Aguias%201.jpg,70383.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70383
20,Torre das Cabaças,Point(-8.68017 39.235689),"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)",http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20caba%C3%A7as%201.jpg,70603.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70603
21,Torre da Porta Nova,Point(-8.61969167 41.53080833),"União das Freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)",http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20Barcelos%20%289590194178%29.jpg,70515.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70515
22,Torre Pentagonal (Évora),Point(-7.907672 38.573463),"União das Freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20da%20muralha.jpg,70297.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70297
23,Torre Pedro-Sem,Point(-8.625 41.1492),Lordelo do Ouro e Massarelos,http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20Pedro%20Sem.JPG,70203.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70203
24,Tomb of D. Rodrigo Sanches,Point(-8.579584 41.028698),Grijó e Sermonde,http://commons.wikimedia.org/wiki/Special:FilePath/D.%20Rodrio%20Sanches.JPG,70605.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70605
25,"Tomb of D. João de Noronha, o Moço",Point(-9.156607 39.361575),"Santa Maria, São Pedro e Sobral da Lagoa",http://commons.wikimedia.org/wiki/Special:FilePath/T%C3%BAmulo%20de%20D.%20Jo%C3%A3o%20de%20Noronha%2C%20o%20Mo%C3%A7o%20%28%C3%93bidos%29.jpg,70667.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70667
26,Terreiro da Batalha de Montes Claros,Point(-7.472006797 38.764068603),Rio de Moinhos,http://commons.wikimedia.org/wiki/Special:FilePath/Padr%C3%A3o%20da%20Batalha%20de%20Montes%20Claros.jpg,8891555.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/8891555
27,Termas romanas de Maximinos,Point(-8.42958889 41.54628889),"Braga (Maximinos, Sé e Cividade)",http://commons.wikimedia.org/wiki/Special:FilePath/Termas%20de%20Maximinos.JPG,69713.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69713
28,Termas Romanas de São Pedro do Sul,Point(-8.090954 40.73933),"São Pedro do Sul, Várzea e Baiões",http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A3o%20Pedro%20do%20Sul%20-%20Termas%20romanas%200400.jpg,69845.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69845
29,Termas Medicinais Romanas de Chaves,Point(-7.468056 41.739363),Santa Maria Maior,http://commons.wikimedia.org/wiki/Special:FilePath/Termas%20Romanas%20de%20Chaves%20004.jpg,13214032.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/13214032
30,Templo Romano de Évora,Point(-7.90778 38.57306),"União das Freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",http://commons.wikimedia.org/wiki/Special:FilePath/Evora-RomanTemple.jpg,70489.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70489
31,Teatro Nacional de São Carlos,Point(-9.141666666 38.709444444),Santa Maria Maior,http://commons.wikimedia.org/wiki/Special:FilePath/TeatroSCarlos-IPPAR.jpg,71093.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71093
32,Teatro Nacional São João,Point(-8.607465 41.144626),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://commons.wikimedia.org/wiki/Special:FilePath/National%20Theatre%2C%20Porto%20%2846865798165%29.jpg,74813.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/74813
33,Teatro Nacional D. Maria II,Point(-9.1398 38.7148),Santa Maria Maior,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9%C3%A2tre%20national%20D.%20Maria%20II%20%289294554403%29.jpg,71832.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71832
34,Sé do Porto,Point(-8.611203 41.142818),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://commons.wikimedia.org/wiki/Special:FilePath/Porto.Cathedral01.jpg,70397.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70397
35,Sé do Funchal,Point(-16.90825 32.64817),Sé,http://commons.wikimedia.org/wiki/Special:FilePath/Catedral%2C%20Funchal%2C%20Madeira%2C%20Portugal%2C%202019-05-29%2C%20DD%2034.jpg,,http://www.google.com/search?q=Sé%20do%20Funchal
36,Sé de Viseu,Point(-7.910833333 40.66),Viseu,http://commons.wikimedia.org/wiki/Special:FilePath/Viseu%20-%20S%C3%A9%201.jpg,70673.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70673
37,Sé de Santarém,Point(-8.68569 39.23703),"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)",http://commons.wikimedia.org/wiki/Special:FilePath/Santar%C3%A9m%20-%20Igreja%20do%20Semin%C3%A1rio.jpg,69798.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69798
38,Sé de Lisboa,Point(-9.132983333 38.70985),Santa Maria Maior,http://commons.wikimedia.org/wiki/Special:FilePath/Lisboa%20May%202013-1.jpg,70502.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70502
39,Sé de Leiria,Point(-8.80675 39.7461),"Leiria, Pousos, Barreira e Cortes",http://commons.wikimedia.org/wiki/Special:FilePath/Leiria%20S%C3%A9.jpg,14955162.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/14955162
40,Sé de Leiria,Point(-8.806572 39.746145),"Leiria, Pousos, Barreira e Cortes",http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20sineira%20Leiria%20IMG%206117.JPG,,http://www.google.com/search?q=Sé%20de%20Leiria
41,Sé de Lamego,Point(-7.8068 41.09653056),Lamego (Almacave e Sé),http://commons.wikimedia.org/wiki/Special:FilePath/Catedral%20de%20Lamego.jpg,71134.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71134
42,Sé de Braga,Point(-8.427222222 41.55),"Braga (Maximinos, Sé e Cividade)",http://commons.wikimedia.org/wiki/Special:FilePath/Se%20Catedral%20de%20Braga.jpg,70462.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70462
43,Sé da Guarda,Point(-7.26929167 40.53833611),Guarda,http://commons.wikimedia.org/wiki/Special:FilePath/A%20view%20over%20the%20cathedral%20%2833583837563%29.jpg,71096.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71096
44,Sé Velha de Coimbra,Point(-8.426922 40.208561),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/CoimbraCathedral-Nave.jpg,70529.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70529
45,Sé Velha de Coimbra,Point(-8.426922 40.208561),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/Se%20Velha%20of%20Coimbra%20front.jpg,70529.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70529
46,Sé Nova de Coimbra,Point(-8.424444 40.209444),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A9%20Nova%20de%20Coimbra%20-%20Fachada%20principal%20%282%29.jpg,70315.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70315
47,Sé Catedral de Évora,Point(-7.906666666 38.571666666),"União das Freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A9%20%C3%89vora.JPG,69779.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69779
48,Sé Catedral de Silves,Point(-8.4387 37.1901),Silves,http://commons.wikimedia.org/wiki/Special:FilePath/Silves%20catedral.JPG,69825.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69825
49,Sé Catedral de Portalegre,Point(-7.43375 39.2911),Sé e São Lourenço,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A9%20Catedral%20de%20Portalegre.jpg,70707.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70707
50,Solar dos Pinheiros,Point(-8.622918 41.528644),"União das Freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)",http://commons.wikimedia.org/wiki/Special:FilePath/Solar%20dos%20Pinheiros%2003.JPG,70516.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70516
51,Solar de Água de Peixes,Point(-7.959761 38.29817),Alvito,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20de%20%C3%81gua%20de%20Peixes%20-%20Portugal%20%282691685449%29.jpg,327677.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/327677
52,Sistelo,Point(-8.374722222 41.973333333),Arcos de Valdevez,http://commons.wikimedia.org/wiki/Special:FilePath/Arcos%20de%20Valdevez%20III%20%2827050054972%29.jpg,9109744.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/9109744
53,Sinagoga de Tomar,Point(-8.413673 39.6032),Tomar (São João Baptista) e Santa Maria dos Olivais,http://commons.wikimedia.org/wiki/Special:FilePath/Sinagoga%20de%20Tomar%20IMG%209389.jpg,70238.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70238
54,Sete Fontes,Point(-8.40386111 41.56948889),São Victor,http://commons.wikimedia.org/wiki/Special:FilePath/Sete%20Fontes%20Dr%20Sampaio%20interior%20%289%29.JPG,156333.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/156333
55,Santuário do Bom Jesus do Monte,Point(-8.3775 41.5546),Nogueiró e Tenões,http://commons.wikimedia.org/wiki/Special:FilePath/Treppenaufgang%20Bom%20Jesus%20do%20Monte.jpg,73927.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73927
56,Santuário de Santa Maria Madalena,Point(-8.3878 41.522111111),Longos,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Santa%20Maria%20Madalena%20-%20Falperra%20-%20Portugal%20%2812212515255%29.jpg,18286438.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/18286438
57,Santuário de Santa Maria Madalena,Point(-8.3878 41.522111111),"Nogueira, Fraião e Lamaçães",http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Santa%20Maria%20Madalena%20-%20Falperra%20-%20Portugal%20%2812212515255%29.jpg,18286438.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/18286438
58,Santuário de Panóias,Point(-7.79861111 41.28333333),Constantim e Vale de Nogueiras,http://commons.wikimedia.org/wiki/Special:FilePath/Santuario%20de%20Panoias%20Vila%20Real%20Portugal%2001.jpg,70273.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70273
59,Santuário de Nossa Senhora de Aires,Point(-7.985418888 38.340796944),Viana do Alentejo,http://commons.wikimedia.org/wiki/Special:FilePath/Senhora-aires-vista-geral.jpg,11942233.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/11942233
60,Santuário de Nossa Senhora da Assunção da Boa Nova (Alandroal),Point(-7.39735 38.61677),Terena (São Pedro),http://commons.wikimedia.org/wiki/Special:FilePath/Capela%20-%20Castelo.jpg,70209.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70209
61,Santa Cruz Café,Point(-8.42884 40.2108),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/Caf%C3%A9%20Santa%20Cruz%2C%20Co%C3%ADmbra%2C%20Portugal%2C%202012-05-10%2C%20DD%2001.JPG,69812.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69812
62,Ruínas romanas de Bobadela,Point(-7.893589 40.3611),Bobadela,http://commons.wikimedia.org/wiki/Special:FilePath/Bobadela%20PM%2033337.jpg,70552.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70552
63,Ruínas de Estoi,Point(-7.90404 37.09535),Conceição e Estoi,http://commons.wikimedia.org/wiki/Special:FilePath/Ru%C3%ADnasromanasmilreu.jpg,70255.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70255
64,Ruínas da cidade velha de Santa Luzia,Point(-8.835282 41.705253),Areosa,http://commons.wikimedia.org/wiki/Special:FilePath/Cit%C3%A2nia%20de%20Sta.%20Luzia%20%28alvenaria%29.jpg,70271.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70271
65,Roman ruins of Tróia,Point(-8.884778 38.486273),Carvalhal,http://commons.wikimedia.org/wiki/Special:FilePath/Tr%C3%B3ia%20March%202015-1.jpg,69755.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69755
66,Ribat da Arrifana,Point(-8.876251 37.320382),Aljezur,http://commons.wikimedia.org/wiki/Special:FilePath/Ribat%20arrifana.jpg,13246353.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/13246353
67,Restos da Igreja da Graça,Point(-8.0245 37.138847),São Clemente,http://commons.wikimedia.org/wiki/Special:FilePath/Convento%20da%20Gra%C3%A7a%20-%20Loul%C3%A9%20-%20Portugal%20%284565460466%29.jpg,70615.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70615
68,Residência senhorial dos Castelo Melhor,Point(-8.480053 39.948064),Santiago da Guarda,http://commons.wikimedia.org/wiki/Special:FilePath/Complexo%20Monumental%20de%20Santiago%20da%20Guarda%20-%20Portugal%20%2821192747559%29.jpg,70641.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70641
69,Reservatório da Patriarcal,Point(-9.14873611 38.71619444),Misericórdia,http://commons.wikimedia.org/wiki/Special:FilePath/Patriarcal%20Reservoir%2005.jpg,,http://www.google.com/search?q=Reservatório%20da%20Patriarcal
70,Reservatório da Mãe d'Água das Amoreiras,Point(-9.155754 38.72127),Santo António (Lisbon),http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20da%20%C3%81gua.JPG,,http://www.google.com/search?q=Reservatório%20da%20Mãe%20d'Água%20das%20Amoreiras
71,Real Fábrica de Gelo da Serra de Montejunto,Point(-9.050432 39.178146),Lamas e Cercal,http://commons.wikimedia.org/wiki/Special:FilePath/Real%20F%C3%A1brica%20de%20Gelo%20da%20Serra%20de%20Montejunto%2006.jpg,71681.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71681
72,Quinta da Bacalhoa,Point(-8.99241 38.52566),Azeitão (São Lourenço e São Simão),http://commons.wikimedia.org/wiki/Special:FilePath/Quinta%20da%20Bacalh%C3%B4a%20%2811199645583%29.jpg,70212.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70212
73,Praça-forte de Elvas,Point(-7.16332222 38.88061944),"Caia, São Pedro e Alcáçova",http://commons.wikimedia.org/wiki/Special:FilePath/Portas%20de%20Elvas.jpg,70353.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70353
74,Praça-forte de Almeida,Point(-6.90583333 40.72585),Almeida,http://commons.wikimedia.org/wiki/Special:FilePath/Porta%20Fortifica%C3%A7%C3%A3o%20Almeida.jpg,70693.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70693
