,nome,coordenadas,localiza__oLabel,imagem,DGPC_ID,informação
185,Padrão do Salado,Point(-8.29276 41.44287),"Oliveira, São Paio e São Sebastião",http://commons.wikimedia.org/wiki/Special:FilePath/Guimar%C3%A3es%20-%20Padr%C3%A3o%20Comemorativo%20da%20Batalha%20do%20Salado%20%281%29.jpg,70510.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70510
186,Padrão do Campo Pequeno,Point(-9.14207 38.740076),Areeiro (Lisbon),http://commons.wikimedia.org/wiki/Special:FilePath/Padr%C3%A3o%20do%20Campo%20Pequeno%207084.jpg,70625.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70625
187,Padrão do Bom Jesus de Matosinhos,Point(-8.694309 41.181148),Matosinhos e Leça da Palmeira,http://commons.wikimedia.org/wiki/Special:FilePath/Zimborio%20matosinhos%20%281%29.JPG,71140.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71140
188,Padrão do Ameixial,Point(-7.65025 38.886771),Ameixial (Santa Vitória e São Bento),http://commons.wikimedia.org/wiki/Special:FilePath/Padr%C3%A3o%20da%20Batalha%20do%20Ameixial%20-%20Arredores%20de%20Estremoz%20-%20Portugal%20%289503747431%29.jpg,70589.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70589
189,Padrão de Montes Claros,Point(-7.479576 38.763902),Rio de Moinhos,http://commons.wikimedia.org/wiki/Special:FilePath/Padr%C3%A3o%20Comemorativo%20da%20Batalha%20de%20Montes%20Claros%20-%20Portugal%20%285640300226%29.jpg,70527.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70527
190,Padrão de Elvas,Point(-7.177005 38.890905),"Caia, São Pedro e Alcáçova",http://commons.wikimedia.org/wiki/Special:FilePath/BLElvas00.jpg,70354.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70354
191,Padrão de D. João I,Point(-8.30099 41.44151),Creixomil,http://commons.wikimedia.org/wiki/Special:FilePath/Padr%C3%A3o%20de%20D.%20Jo%C3%A3o%20I.jpg,69844.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69844
192,Orca dos Juncais,Point(-7.731906 40.81568),Queiriga,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%B3lmen%20da%20Orca%20dos%20Juncais%20-%20Portugal%20%282406778842%29.jpg,69836.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69836
193,Núcleo urbano da vila de Óbidos,Point(-9.157171 39.361949),"Santa Maria, São Pedro e Sobral da Lagoa",http://commons.wikimedia.org/wiki/Special:FilePath/%C3%93bidos%2C%20a%20city%20within%20the%20walls%20%2823621321072%29.jpg,,http://www.google.com/search?q=Núcleo%20urbano%20da%20vila%20de%20Óbidos
194,Núcleo de arte rupestre da Penascosa,Point(-7.099904 40.986382),Castelo Melhor,http://commons.wikimedia.org/wiki/Special:FilePath/Cavalo%20e%20bov%C3%ADdeo%20sobrepostos.jpg,70646.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70646
195,Núcleo de arte rupestre da Canada do Inferno/Rego da Vide,Point(-7.108769 41.073444),Vila Nova de Foz Côa,http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20do%20Inferno%2012.jpg,71132.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71132
196,Núcleo Arqueológico da Rua dos Correeiros,Point(-9.137213706 38.709991455),Santa Maria Maior,http://commons.wikimedia.org/wiki/Special:FilePath/Mosaico%20em%20Olisipo.jpg,18858493.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/18858493
197,Necrópole de Carenque,Point(-9.24389 38.77341),Mina de Água,http://commons.wikimedia.org/wiki/Special:FilePath/NCarenque2.JPG,70455.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70455
198,Museu de Arte Sacra do Funchal,Point(-16.90852778 32.64936667),Sé,http://commons.wikimedia.org/wiki/Special:FilePath/2015%20Madeira%20Pana%20%28249%29.JPG,,http://www.google.com/search?q=Museu%20de%20Arte%20Sacra%20do%20Funchal
199,Museu de Alberto Sampaio,Point(-8.292277777 41.442638888),"Oliveira, São Paio e São Sebastião",http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Alberto%20Sampaio%20-%20panoramio.jpg,70509.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70509
200,Museu Nacional de Machado de Castro,Point(-8.42549444 40.20879167),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/Pa%C3%A7o%20episcopal%20de%20Coimbra.jpg,70317.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70317
201,Museu Nacional Grão Vasco,Point(-7.91102778 40.66015278),Viseu,http://commons.wikimedia.org/wiki/Special:FilePath/MuseuGraoVasco%2001.jpg,70674.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70674
202,Muralhas fernandinas do Porto,Point(-8.611361 41.142591),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://commons.wikimedia.org/wiki/Special:FilePath/Muralhas%20Fernandinas1%20%28Porto%29.JPG,71120.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71120
203,Muralhas fernandinas do Porto,Point(-8.611361 41.142591),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20-%20Muralhas%20Fernandinas%20e%20funicular.jpg,71120.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71120
204,Muralhas e torreões de Lagos,Point(-8.671626 37.097122),São Gonçalo de Lagos,http://commons.wikimedia.org/wiki/Special:FilePath/Lagos224.jpg,70535.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70535
205,Muralhas de Viseu,Point(-7.912669 40.659497),Viseu,http://commons.wikimedia.org/wiki/Special:FilePath/Nt-Viseu-Porta%20dos%20Cavaleiros.jpg,70675.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70675
206,Muralhas de Lisboa,Point(-9.133579 38.71398),Lisbon,http://commons.wikimedia.org/wiki/Special:FilePath/Lisbonne%20Alfama%20%28291257903%29.jpg,,http://www.google.com/search?q=Muralhas%20de%20Lisboa
207,Muralhas de Guimarães,Point(-8.291575 41.443586),"Oliveira, São Paio e São Sebastião",http://commons.wikimedia.org/wiki/Special:FilePath/Muralhas%20da%20Cidade%20-%20panoramio%20%281%29.jpg,70562.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70562
208,Muralha de Melgaço,Point(-8.25981 42.114449),Vila e Roussas,http://commons.wikimedia.org/wiki/Special:FilePath/Muralhas%20de%20Melga%C3%A7o%20-%20Portugal%20%285025169091%29.jpg,70301.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70301
209,Mosteiro dos Jerónimos,Point(-9.206666666 38.6975),Belém,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20dos%20Geronimos%202.JPG,70631.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70631
210,Mosteiro do Varatojo,Point(-9.279903 39.090842),"Santa Maria, São Pedro e Matacães",http://commons.wikimedia.org/wiki/Special:FilePath/Convento%20do%20Varatojo%20-%20Portugal%20%28140193118%29.jpg,70223.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70223
211,Mosteiro do Salvador de Paço de Sousa,Point(-8.34469722 41.16590556),Paço de Sousa,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Paco%20de%20Sousa.jpg,70583.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70583
212,Mosteiro de Travanca,Point(-8.19310556 41.27786667),Travanca,http://commons.wikimedia.org/wiki/Special:FilePath/PM%2033529%20P%20Travanca.jpg,69880.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69880
213,Mosteiro de São Vicente de Fora,Point(-9.127777777 38.714722222),São Vicente,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20e%20Mosteiro%20de%20S%C3%A3o%20Vicente%20de%20Fora.jpg,71213.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71213
214,Mosteiro de São Pedro de Ferreira,Point(-8.34349 41.264823),Ferreira,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20do%20Mosteiro%20de%20S%C3%A3o%20Pedro%20de%20Ferreira%2C%20Pa%C3%A7os%20de%20Ferreira%2C%20Portugal%20%283595552844%29.jpg,70362.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70362
215,Mosteiro de São Martinho de Dume,Point(-8.435623 41.567764),"Real, Dume e Semelhe",http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20of%20Braga%20Basilica%20%286%29.JPG,70575.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70575
216,Mosteiro de São João de Arga,Point(-8.732453 41.838402),"Arga (Baixo, Cima e São João)",http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20S%C3%A3o%20Jo%C3%A3o%20de%20Arga%20ou%20Santu%C3%A1rio%20de%20S%C3%A3o%20Jo%C3%A3o%20de%20Arga%20.jpg,72533.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72533
217,Mosteiro de São Dinis,Point(-9.18306 38.7914),Odivelas,http://commons.wikimedia.org/wiki/Special:FilePath/Odivelas2-IPPAR.jpg,70250.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70250
218,Mosteiro de São Bento da Vitória,Point(-8.61583333 41.14416667),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20S%20Bento%20Vitoria%20%28Porto%29.JPG,70399.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70399
219,Mosteiro de São Bento da Vitória,Point(-8.61583333 41.14416667),"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20-%20Portugal%20%2828288010171%29.jpg,70399.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70399
220,Mosteiro de Santo Tirso,Point(-8.471779 41.344724),"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Santo%20Tirso%20%28fachada%29.jpg,70416.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70416
221,Mosteiro de Santa Maria de Salzedas,Point(-7.73333333 41.04972222),Salzedas,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Santa%20Maria%20de%20Salzedas.jpg,72577.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72577
222,Mosteiro de Santa Maria de Maceira Dão,Point(-7.81666667 40.61583333),Fornos de Maceira Dão,http://commons.wikimedia.org/wiki/Special:FilePath/Convento%20de%20Santa%20Maria%20de%20Maceira%20D%C3%A3o%20-%20Vila%20Garcia%20-%20Portugal%20%286118468814%29.jpg,72103.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72103
223,Mosteiro de Santa Maria de Aguiar (Castelo Rodrigo),Point(-6.93333333 40.88111111),Castelo Rodrigo,http://commons.wikimedia.org/wiki/Special:FilePath/Convento%20de%20Santa%20Maria%20de%20Aguiar%20%2827909080833%29.jpg,70443.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70443
224,Mosteiro de Santa Maria das Júnias,Point(-7.942537 41.831152),Pitões das Junias,http://commons.wikimedia.org/wiki/Special:FilePath/PitoesJunias-Church1.jpg,70493.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70493
225,Mosteiro de Santa Cruz,Point(-8.428761 40.210945),"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/Coimbra%20igr%20sta%20cruz%201.JPG,69813.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69813
226,Mosteiro de Santa Clara-a-Velha,Point(-8.43349 40.20276),Santa Clara e Castelo Viegas,http://commons.wikimedia.org/wiki/Special:FilePath/Most%20sta%20clara%20a%20velha%203.JPG,70696.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70696
227,Mosteiro de Santa Clara-a-Nova,Point(-8.437773 40.202851),Santa Clara e Castelo Viegas,http://commons.wikimedia.org/wiki/Special:FilePath/Sta%20clara%20nova%201.JPG,70695.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70695
228,Mosteiro de S. Marcos de Coimbra,Point(-8.549665 40.243844),São Silvestre,http://commons.wikimedia.org/wiki/Special:FilePath/Diogo%20Pires-o-Mo%C3%A7o%20T%C3%BAmulo%20de%20Aires%20Gomes%20da%20Silva%20Mosteiro%20S%20Marcos%20Universidade%20Coimbra%20IMG%201506.jpg,70712.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70712
229,Mosteiro de S. Marcos de Coimbra,Point(-8.549665 40.243844),São Silvestre,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Mosteiro%20S%20Marcos%20Univ%20Coimbra%20IMG%208619.JPG,70712.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70712
230,Mosteiro de Pombeiro,Point(-8.22546944 41.38254444),Pombeiro de Ribavizela,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Santa%20Maria%20de%20Pombeiro.jpg,69837.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69837
231,Mosteiro de Lorvão,Point(-8.317857 40.259454),Lorvão,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Lorv%C3%A3o.jpg,70694.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70694
232,Mosteiro de Leça do Balio,Point(-8.62362778 41.20994722),"Custóias, Leça do Balio e Guifões",http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20Leca%20Balio%20%28Matosinhos%29.jpg,70703.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70703
233,"Mosteiro de Jesus, compreendendo o túmulo de Santa Joana",Point(-8.65116888 40.63942841),Glória e Vera Cruz,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Jesus%20-%20museu%20de%20Aveiro.jpg,71149.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71149
234,Mosteiro de Flor da Rosa,Point(-7.64014167 39.30680278),"Crato e Mártires, Flor da Rosa e Vale do Peso",http://commons.wikimedia.org/wiki/Special:FilePath/Interior%20do%20Mosteiro%20e%20pousada%20de%20Flor%20da%20Rosa%20III.JPG,69839.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69839
235,Mosteiro de Ermelo,Point(-8.28944444 41.85361111),São Jorge e Ermelo,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Santa%20Mar%C3%ADa%20de%20Ermelo.jpg,70415.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70415
236,Mosteiro de Cete,Point(-8.36666667 41.18083333),Cete,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Cete%20by%20Henrique%20Matos%2002.jpg,70221.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70221
237,Mosteiro de Celas,Point(-8.41199 40.215352),Santo António dos Olivais,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Celas%20IMG%202293.JPG,69791.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69791
238,Mosteiro de Arouca,Point(-8.24656 40.92803),Arouca e Burgo,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20Arouca%20Scala.jpg,70519.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70519
239,Mosteiro de Alcobaça,Point(-8.98 39.548333333),Alcobaça e Vestiaria,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Alcoba%C3%A7a%20%28Portugal%29%202.jpg,70185.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70185
240,Mosteiro da Serra do Pilar,Point(-8.6075 41.138333333),Santa Marinha e São Pedro da Afurada,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20da%20Serra%20do%20Pilar%20por%20Rodrigo%20Tetsuo%20Argenton%20%2802%29.jpg,74711.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/74711
241,Mosteiro da Madre de Deus,Point(-9.11411111 38.72466944),Penha de França,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20do%20Convento%20da%20Madre%20de%20Deus%2C%20Lisboa%20%28Portugal%29.jpg,70729.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70729
242,Mosteiro da Batalha,Point(-8.826111111 39.659166666),Batalha,http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20da%20Batalha%2078a.jpg,70099.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70099
243,Monumentos de Alcalar,Point(-8.588075 37.199181),Mexilhoeira Grande,http://commons.wikimedia.org/wiki/Special:FilePath/MegalithicMonumentAlcalar.jpg,70254.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70254
244,Monumento pré-histórico da Praia das Maçãs,Point(-9.460857 38.828426),Colares,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20das%20Ma%C3%A7%C3%A3s%20Prehistoric%20Monument.jpg,69724.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69724
245,Monumento funerário eneolítico do Barro,Point(-9.262789 39.067712),"Santa Maria, São Pedro e Matacães",http://commons.wikimedia.org/wiki/Special:FilePath/TholosBarro1.jpg,70471.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70471
246,Monumento castrejo de Santa Maria de Galegos,Point(-8.570015 41.568525),Galegos (Santa Maria),http://commons.wikimedia.org/wiki/Special:FilePath/Balne%C3%A1rio%20Castrejo%20%2811%29.jpg,69708.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69708
247,Misericórdia de Viana do Castelo,Point(-8.828161 41.693925),Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,http://commons.wikimedia.org/wiki/Special:FilePath/Viana%20do%20Castelo%2C%20Igreja%20da%20Miseric%C3%B3rdia%20001.JPG,70307.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70307
248,Menir na courela da Casa Nova,Point(-8.292658 38.648918),"Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",http://commons.wikimedia.org/wiki/Special:FilePath/Nossa%20Senhora%20da%20Vila%2C%20Nossa%20Senhora%20do%20Bispo%20e%20Silveiras%20-%20menir%20da%20Courela%20da%20Casa%20Nova%20-%2020200917113611.jpg,70174.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70174
249,Menir do Outeiro,Point(-7.393626387 38.4703811),Monsaraz,http://commons.wikimedia.org/wiki/Special:FilePath/Menir%20do%20Outeiro%20Reguengos%20de%20Monsaraz%203.jpg,69718.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69718
250,Menir da Meada,Point(-7.44569444 39.49605556),Santa Maria da Devesa,http://commons.wikimedia.org/wiki/Special:FilePath/Panoramica%20del%20Menhir%20da%20Meada.jpg,70245.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70245
251,Menir da Abelhoa,Point(-7.382917 38.462277),Monsaraz,http://commons.wikimedia.org/wiki/Special:FilePath/Menir%20da%20Bulhoa%20Reguengos%20de%20Monsaraz%201.jpg,69720.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69720
252,Memorial de Santo António do Burgo,Point(-8.271035 40.928588),Santa Eulália,http://commons.wikimedia.org/wiki/Special:FilePath/Memorial%20Arouca%202.jpg,70396.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70396
253,Memorial de Odivelas,Point(-9.180516 38.790473),Odivelas,http://commons.wikimedia.org/wiki/Special:FilePath/OdivelasMemorial.JPG,70249.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70249
254,Memorial da Ermida,Point(-8.330094 41.169535),Irivo,http://commons.wikimedia.org/wiki/Special:FilePath/Memorial%20de%20Irivo.jpg,69801.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69801
255,Memorial da Ermida,Point(-8.330094 41.169535),Paço de Sousa,http://commons.wikimedia.org/wiki/Special:FilePath/Memorial%20de%20Irivo.jpg,69801.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/69801
256,Mata Nacional do Buçaco,Point(-8.36533 40.377077),Luso,http://commons.wikimedia.org/wiki/Special:FilePath/Fonte%20Fria%20Bussaco%20Forest.png,74851.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/74851
257,Marcos Miliários de Vilarandelo,Point(-7.325979 41.664676),Vilarandelo,http://commons.wikimedia.org/wiki/Special:FilePath/Marcos%20Mili%C3%A1rios%20de%20Vilarandelo%2005.jpg,70125.0,http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70125
